,Job_Title,Salary,Company_Name,Location,Category,Subcategory,Skills,Links,Above avg.,Base pay,Career level,Company size,Contract type,Date posted,Description,Desired education level,Estimated,Industry,Job mode,Occupation,Sector,Work Authorisation,Work type
575,Business Development Manager - Market Data,62500.0,BMS Sales Recruitment PTY Ltd,Melbourne CBD VIC,Sales,New Business Development,"['BUSINESS DEVELOPMENT', 'BUSINESS SALES', 'PROSPECTING', 'SALES', 'SOLUTION SALES']",https://www.careerone.com.au/jobview/business-development-manager-market-data/88aaf910-c193-4406-bc29-97a62431d6fc,,"$60,000 - $65,000",,,Permanent,15 Oct 2019,"Business Development Manager - Market Data / Insights  JOB TITLE: Business Development Manager - Market Data / Insights LOCATION: Melbourne CBD (Collins Street) PACKAGE: $65k Base + Super OTE $100k (uncapped with multiple bonuses) Fully supported BDM role where inbound leads deliver the majority of your OTE. Career progression based on defined goals. Great training provided! The Company This business has a 45 year track record of providing intelligence, resources and knowledge management ASX (and global brands). When large global organisations want to make big decisions (which markets to enter, how to price their services, what environmental factors are at play, what are the threats etc) they come to our client for evidence based statistical research which gives them the confidence to press ahead while mitigating risks. Our client employs some of the best research minds in their industry and their solutions span subscriptions to industry data, integrated apps which push data into crm systems, bespoke consulting packages and journalistic content. Many clients feel that these solutions are integral to the way that they make decisions and drive growth. Company Snapshot  ANZ Market LeaderEstablished in the 1970sASX / Fortune 500 Client ListIntegrated data and tech solutions ROLE INFORMATION This role is 100% focused on driving new business opportunities - You'll be supported by SDR reps and will need to support the funnel with your own prospecting activitiesA typical day will involve 10-20 calls, webinars, demos, follow ups and client engagementsClients include Banks, Retailers, Telcos, Agri and Pharmaceutical *You can sell to any sector*You'll be selling to 'C' level executive who want to make better decisions. The business prides itself on its culture - Professional, credible and fun are key elements Staff are their most important asset and the business does everything it can to ensure that employees are given the support and opportunities they deserve.Excellent training is givenClearly defined career path to more senior positionsPotential to move overseas in the future KEY EXPERIENCE REQUIRED Why Join International business with a market leading range of servicesFully supported sales role with leads coming in from SDR reps and marketingTop Performers earning $150-200kFantastic culture where learning and development is at the heart of their successVery clearly defined career path with a very lucrative and clear commission schemeGreat leadership team who are strong mentorsHuge growth plans with limitless opportunities for personal growthGreat team and access to unlimited resources Apply now for an exploratory discussion about this and other cybersecurity positions. If you would prefer to contact us by phone please call Gina on 02 9434 2100  -",,,,Standard/Business Hours,New Business Development,,Australian Citizen/Permanent Resident,Full Time
576,Data Engineer - AWS,155000.0,Austcorp Executive,Sydney NSW 2000,Information Technology (IT),Software Engineering,"['Amazon Elastic Compute Cloud', 'AMAZON KINESIS', 'AWS', 'CODING', 'COMMUNICATION', 'CRM', 'EMR', 'HADOOP', 'Hive', 'JAVA', 'KAFKA']",https://www.careerone.com.au/jobview/data-engineer-aws/a7f38dd2-aabf-44a9-8e7d-2a0719a48a7e,,"$150,000 - $160,000",,,Permanent,15 Oct 2019,"AustCorp Executive are searching for a Data Engineer with solid AWS experience to join our client that develop an AI platform for the real estate industry. The Client:A small-medium SaaS company that build AI solutions for the real estate industry on a bespoke CRM system. The Role:A mid to senior Data Engineer position that will be working as part of a highly collaborative environment that will be building cloud based (AWS) solution. Key Requirements:  Bachelors Degree in IT or related field 3+ years Data Engineering experience Python & Java coding experience Extensive AWS experience & knowledge:  S3, RDS, EC2, ECS, Redshift EMR, Glue, Athena Kinesis   Good communication skills Australian PR or Citizen  S3, RDS, EC2, ECS, Redshift EMR, Glue, Athena Kinesis  Highly Desirable:  AWS Certified Experience with:  Hadoop, Spark, Hive and/or Kafka   R experience Agile & CI/CD exposure  Hadoop, Spark, Hive and/or Kafka  Tenure - Permanent",,,,Standard/Business Hours,Software Engineering,,Australian Citizen/Permanent Resident,Full Time
577,$30 Hour - Office Admin and Data Entry Clerk,43500.0,Datamark Inc,Hobart TAS,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/30-hour-office-admin-and-data-entry-clerk/a0e47e52-6a07-4ece-8b9f-8449cdd0f121,,"$29,000 - $58,000",,,Permanent,15 Oct 2019,"We are looking for a computer savvy and hard working Office Administrator and Data Entry Clerk to join our team. As the successful candidate, you will be encouraged to develop your skills in a flexible environment that promotes self-fulfillment and innovation. You understand the importance of building and maintaining professional relationships with our national and international clients. Key Responsibilities:  • Compare data with source documents, re-enter data in verification format to detect errors  • Answering calls and emails from clients and notaries; resolve issues that arise  • Input orders from our clients into our appointment system  • Provide support for administrative tasks  • Locate and correct data entry errors  • On the job training will be provided  • Other duties as may be assigned Skills Required:  • Excellent phone skills  • High school diploma required  • Professional and customer service oriented  • Attention to detail and ability to multi-task  • Possess excellent word processing/typing skills  • Excellent verbal and written communication skills  • Strong proficiency in MS Office (Excel, Word, and Outlook) If you're interested, apply with resume and cover letter to: [email protected] We would like to thank all applicants for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
578,"$30/HR, Admin Assistant and Data Entry Clerk",51000.0,Datamark Inc,Melbourne VIC,Administration & Office Support,Administration Assistants,"['ADMIN ASSISTANT', 'ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/30hr-admin-assistant-and-data-entry-clerk/7c9e8ce2-78ca-4053-b4cf-4f93a77aa289,,"$44,000 - $58,000",,,Permanent,15 Oct 2019,"We are looking for a computer savvy and hard working Office Administrator and Data Entry Clerk to join our team. As the successful candidate, you will be encouraged to develop your skills in a flexible environment that promotes self-fulfillment and innovation. You understand the importance of building and maintaining professional relationships with our national and international clients. Key Responsibilities:  • Compare data with source documents, re-enter data in verification format to detect errors  • Answering calls and emails from clients and notaries; resolve issues that arise  • Input orders from our clients into our appointment system  • Provide support for administrative tasks  • Locate and correct data entry errors  • On the job training will be provided  • Other duties as may be assigned Skills Required:  • Excellent phone skills  • High school diploma required  • Professional and customer service oriented  • Attention to detail and ability to multi-task  • Possess excellent word processing/typing skills  • Excellent verbal and written communication skills  • Strong proficiency in MS Office (Excel, Word, and Outlook) If you're interested, apply with resume and cover letter to: [email protected] We would like to thank all applicants for their interest.",,,,Standard/Business Hours,Administration Assistants,,Australian Citizen/Permanent Resident,Full Time
579,Data Engineer,102000.0,Xpand Group,Melbourne CBD VIC,Information Technology (IT),Software Engineering,"['API', 'DATA SCIENCE', 'MACHINE LEARNING', 'NOSQL', 'SQL']",https://www.careerone.com.au/jobview/data-engineer/4fa217e7-fe8e-4ab0-b1b7-1695c59f6e09,,,,,Permanent,15 Oct 2019,"Responsible for supporting in the design, development and maintenance of advanced analytical models of various types to create value for the business Great opportunity for a Data Engineer to join a leading financial services company. This role is responsible for supporting in the design, development and maintenance of advanced analytical models of various types to create value for the business and its customers What you’ll be doing…  Data Preparation   - Extract and manipulate data from a variety of sources and subsequently cleanse, standardize, scale, bin, categorise, tokenise, stem and transform it in order to get the data into a state suitable for further analysis (e.g. feature creation for machine learning models)    Data Movement    - Designing and implementing optimal solutions for tactical and automated movement of data to support relevant analytics initiatives   Ongoing Model Maintenance Collaborate with Key Stakeholders   What you will bring...  Tertiary training in Computer Science, Engineering or similar industry experience   Strong analytical thinking, process management and quality control   Required expertise in the following areas:   - Data storage implementation - Feature engineering - Working understanding of data science concepts  Required technical skills:   - R, Python, and SQL  Desirable skills & experience:   - Spark / Scala - NoSQL - Micro services and API experience  What's in it for you?This is a fast growing organisation with lots of career opportunities and the ability to earn an excellent package.To learn more and have access to a more complete job description listing the full responsibilities, please apply by sending your CV via the big button below or contact Geraint for a confidential discussion on (03) 8637 7370.",,"$100,000 - $104,000",,Standard/Business Hours,Software Engineering,,Australian Citizen/Permanent Resident,Full Time
580,"$28 Hour, General Data Entry and Admin Clerk",51000.0,Datamark Inc,Perth CBD & Inner Suburbs WA,Administration & Office Support,Data Entry,"['ADMINISTRATIVE TASKS', 'ANSWERING', 'CUSTOMER SERVICE ORIENTED', 'EXCELLENT PHONE SKILLS', 'EXCELLENT VERBAL AND WRITTEN COMMUNICATION SKILLS', 'MICROSOFT OFFICE', 'MICROSOFT OUTLOOK', 'MICROSOFT WORD', 'OFFICE ADMINISTRATOR', 'TYPING']",https://www.careerone.com.au/jobview/28-hour-general-data-entry-and-admin-clerk/6bc830f7-9f73-44cf-828c-2c46580679df,,"$48,000 - $54,000",,,Permanent,15 Oct 2019,"We are looking for a computer savvy and hard working Office Administrator and Data Entry Clerk to join our team. As the successful candidate, you will be encouraged to develop your skills in a flexible environment that promotes self-fulfillment and innovation. You understand the importance of building and maintaining professional relationships with our national and international clients. Key Responsibilities:  • Compare data with source documents, re-enter data in verification format to detect errors  • Answering calls and emails from clients and notaries; resolve issues that arise  • Input orders from our clients into our appointment system  • Provide support for administrative tasks  • Locate and correct data entry errors  • On the job training will be provided  • Other duties as may be assigned Skills Required:  • Excellent phone skills  • High school diploma required  • Professional and customer service oriented  • Attention to detail and ability to multi-task  • Possess excellent word processing/typing skills  • Excellent verbal and written communication skills  • Strong proficiency in MS Office (Excel, Word, and Outlook) If you're interested, apply with resume and cover letter to: [email protected] We would like to thank all applicants for their interest.",,,,Standard/Business Hours,Data Entry,,Australian Citizen/Permanent Resident,Full Time
581,Senior Research and Data Analyst,105500.0,Australian Public Service (APS),Pyrmont NSW 2009,Information Technology (IT),Business/Systems Analysts (IT),"['DATA ANALYST', 'DIGITAL MEDIA', 'TELECOMMUNICATIONS']",https://www.careerone.com.au/jobview/senior-research-and-data-analyst/617b1a22-70c0-4b14-bdb0-75afdecb1488,,"$99,000 - $112,000",Senior (Experienced Non-Manager),,Permanent,15 Oct 2019,"Duties The Research and Analysis Section sits within the Research, Data and Regulation Branch in the Corporate and Research Division and is responsible for undertaking research and analysis relating to the changing use of digital media and communications, to reflect community attitudes and inform regulatory reviews, investigations and evaluation of programs and regulatory activities. This section undertakes qualitative and quantitative research, information analysis and reporting to support the ACMA's regulatory functions. You will be responsible for conducting research to explore different aspects of regulatory effectiveness and the emerging risks and harms arising for citizens and businesses in the changing communications and media environment. Research to be undertaken will assist the ACMA's monitoring of the effectiveness of its regulatory interventions and the development of targeted compliance and education priorities for telecommunications. Eligibility To be eligible for ongoing employment with the ACMA, applicants must be an Australian citizen. An applicant's suitability for employment with the ACMA will be assessed through a pre-employment screening process. This process will include a requirement for the applicant to undertake and satisfy an AFP National Police check and to complete a Health Declaration.  Notes This vacancy is available on an ongoing basis. An order of merit may be established and used to fill similar ongoing and non-ongoing vacancies at this level. Non-ongoing opportunity will be offered for a specified term for up to 18 months.  About Australian Communications and Media Authority ACMA is Australia's regulator for broadcasting, the internet, radiocommunications and telecommunications.  We work with industry and government, locally and internationally, so that Australians can enjoy the best and most innovative media and communications services in a fair, responsible, safe and productive way.  The ACMA provides a supportive and respectful work environment that values the diversity of our employees. Our three main offices are in Canberra, Melbourne and Sydney. Visit acma.gov.au for more information on joining our team",,,,Standard/Business Hours,Business/Systems Analysts (IT),,Australian Citizen/Permanent Resident,Full Time
582,Technical Lead - Data,108000.0,Flight Centre,QLD,Information Technology (IT),Software & System Architecture,"['COMMUNICATION', 'DATA MANAGEMENT', 'FINANCIAL MANAGEMENT', 'JIRA', 'PROJECT DEVELOPMENT', 'TECHNICAL DOCUMENTATION', 'TECHNICAL LEADERSHIP', 'WRITTEN AND VERBAL']",https://www.careerone.com.au/jobview/technical-lead-data/bacd43aa-3abf-471a-9d40-aec7f28ef3a9,,,,,Permanent,15 Oct 2019,"Flight Centre Travel Group is seeking a Technical Lead – Data to join our Corporate Technology team. This is an opportunity to work within a dynamic project team in a complex environment providing technical data solutions and design as well as undertake project development tasks and be responsible for key deliverables. The successful candidate will need to demonstrate extensive experience in technical leadership to provide direction for both technology and business. Key Responsibilities:  Technical Leadership. Work closely with other technical staff, solution architects and business stakeholders to provide direction for both technology and businessDelivery Expertise. Personally take responsibility for delivery of major components of a key project. This includes both hands on delivery, quality assurance and the coordination of other resources.Data Management, Integration and Analytics Expertise. Detailed understanding and experience in designing and delivering complex data integrationsSpecifications and Technical Documentation. Demonstrable ability to create detailed, business readable, technical documentation, to support solution designsContinuously improve yourself and othersBuild trust and transparency through collaboration and communicationWork closely with key project stakeholders to delivery key outcomesMaintain compliance posture across systems Key Technical Competencies:  Data Management, Integration and Analysis ExperiencePrevious work experience in an Agile EnvironmentExcellent problem solving and analytical skillsExperience in using Confluence and Jira Key Competencies:  Problem solvingTask ownership through to completionAttention to detailVerbal and written communication skillsPersuading and influencingCustomer drivenRelationship managementExcellent negotiation skillsAbility to consultAbility to build, maintain and grow strong relationships across multiple stakeholdersFinancial managementExcellent business and commercial acumenKnowledge of Travel and IT industryExcellent written and verbal communication Role Requirements:  At least 3 years’ experience within an enterprise environment working on technical data solutionsAt least 5 years’ experience with most key technical competenciesExcellent problem-solving and analytical skillsWorked in an Agile environment including SCRUM, KANBAN and Story mappingRelevant university degree and/or industry qualification Benefits include: Generous remuneration structureTravel discounts, in-house financial and health services, access to internal 24/7 gymGlobal career opportunities in a network of brands and businessesOngoing training and professional developmentFun and flexible work environmentProud Corporate Social Responsibility platform through the Flight Centre Foundation, Responsible Travel Charter, and Brighter Futures programsMonthly awards nights, conferences, industry/social events, and the opportunity to attend global balls",,"$100,000 - $116,000",,Standard/Business Hours,Software & System Architecture,,Australian Citizen/Permanent Resident,Full Time
583,Electrical Shift Engineer - Data Centres,130000.0,Austcorp Executive,Parramatta NSW 2123,Engineering,Building Services,"['ELECTRICAL SYSTEMS', 'GENERATORS', 'MECHANICAL HVAC', 'OPERATIONS', 'SELF MOTIVATED', 'UPS', 'WRITING SKILLS']",https://www.careerone.com.au/jobview/electrical-shift-engineer-data-centres/896c6964-07bc-434d-b886-9f4bb1c34925,,"$100,000 - $160,000",,,Permanent,15 Oct 2019,"Western Sydney (Near Parramatta), NSWElectrical Shift Engineer - Data CentresPackage: Above market rate, negotiable My client is urgently seeking a Electrically Qualified Trades Person / Engineer who has a strong background in the day to day operations of a data centre facilities. Working in a landmark facility, you will provide hands-on support to the Supervisors and Managers and undertake such duties as the daily maintenance of electrical systems such as UPS, Generators & PDU. As part of a new and growing team, you will be self-motivated and enthusiastic to provide a first class service to my clients' clients. In order to apply for this role, you must meet the following minimum criteria:  Electrical Trades background Strong electrical / UPS / PDU experience Minimum of 2 years experience of working in a data centre facility Strong understanding of mechanical / hvac / air conditioning / cooling systems Able and willing to work night shifts Strong report writing skills Self-motivated and reliable This is an urgent requirement, so if you feel that you meet the above criteria, please submit your CV today. Please note that only shortlisted candidates will be contacted.",,,,Standard/Business Hours,Building Services,,Australian Citizen/Permanent Resident,Full Time
584,Head of Data,195000.0,Michael Page Technology,Sydney CBD NSW,Information Technology (IT),IT Management & Senior Leadership,"['DATA COLLECTION', 'DATA GOVERNANCE', 'DATA MANAGEMENT', 'DATA SCIENCE', 'MANAGEMENT']",https://www.careerone.com.au/jobview/head-of-data/d625621f-2cdf-4062-a85c-bb8e891bc5f2,,"$180,000 - $210,000",,,Permanent,15 Oct 2019,"I am looking for a Head of Data who has over 10 years in Data Management, Data Governance and Data Science within the banking and finance industry. Who is able to build a high performing team that drives data maturity across the organisation and delivers on the data strategy. Client Details It is a global business over 150 years history with an excellent reputation and just over 300 employees in their Australian offices. A leading multibillion business of insurance, asset management products and great growth potential.Currently migrating to a new platform.They promote inclusivity and diversity. Description Reporting directly into the Chief Strategy & Data Officer, the position will be responsible for development of enterprise data strategy to transform their ANZ business. Some of the key deliverables of the position are as follows: Ensure the migration from current platform to the new platform is streamlinedLead a team to facilitate the data collection, integration and making sure the recommendations are executed on timeDemonstrated ability to think strategically, experience in the financial services industryAble to collect, deliver and action the consumer insights data to help the business make better decisions Strong stakeholder management, with both internal and external regulators Profile 10+ years in Data Management, Data Governance and Data Science within the banking and finance industry, (insurance experience desireasble)Able to build a high performing team that drives data maturity across the organisation and delivers on the data strategyDemonstrating manipulating, communicating and presenting data to non technical stakeholdersTrack record in statistical methodologies, data management and data governanceMinimum of a Master degree in statistics, mathematics or computer science, PHD is preferred Job Offer If you want to make a difference, to build a data driven high performing team;Working on interesting and insightful projects;Attractive salary package;Flexible working arrangements To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Selena You on +612 8292 2091.",,,,Standard/Business Hours,IT Management & Senior Leadership,,Australian Citizen/Permanent Resident,Full Time
585,stock controller and data manager in Perth,60000.0,Randstad,Perth CBD & Inner Suburbs WA,Transport & Logistics,"Picking, Shipping, Postal, Warehousing & Customs","['INVENTORY', 'INVENTORY CONTROL', 'LOGISTICS', 'PROCUREMENT', 'TIME MANAGEMENT']",https://www.careerone.com.au/jobview/stock-controller-and-data-manager-in-perth/dd46cf01-f4a0-42f1-b5bb-f93ad5d180ec,,,,,Contract,15 Oct 2019,"Join an equipment supplier in the role of Stock Controller for a contract of 12 months with potential to extend. This team has a strong focus on culture fit within the office, so the right candidate will have the potential to extend beyond the 12 month terms.  Tasks will include:  Receive stock ordersPlacing orders and follow up of outstanding ordersAllocating invoices and managing disputesCalculating, reporting and analysing supplier lead-timesStock and process analysisKPI reporting collations You MUST HAVE: Previous Inventory/Stock Control experienceExcellent organisation and time management skills with the ability to manage conflicting prioritiesExcellent Excel Skills  skills Logistics, Data control, Stock control, Inventory Control, Data manager, Procurement   qualification None   responsibilities  Receive stock ordersPlacing orders and follow up of outstanding ordersAllocating invoices and managing disputesCalculating, reporting and analysing supplier lead-timesStock and process analysisKPI reporting collations   educational requirements  Vocational/Professional Qualification",,"$50,000 - $70,000",,Standard/Business Hours,"Picking, Shipping, Postal, Warehousing & Customs",,Australian Citizen/Permanent Resident,Full Time
586,Data Scientist,107500.0,Australian Public Service (APS),Canberra ACT,Information Technology (IT),Other (Information Technology (IT)),"['ARTIFICIAL INTELLIGENCE', 'DATA SCIENCE', 'MACHINE LEARNING', 'OPERATIONS', 'STAKEHOLDER ENGAGEMENT']",https://www.careerone.com.au/jobview/data-scientist/e49f4187-c016-4444-b07d-b934ce5d7e25,,"$102,000 - $113,000",,,Permanent,15 Oct 2019,"Duties The Business Integrity Division leads a strategic and integrated approach to managing fraud and non-compliance in the Australian Government's social, health and welfare systems. The Division delivers programmes to encourage compliance, and prevent errors along with, detection and investigation activities relating to fraud and internal fraud and unauthorised access. Fraud control planning, monitoring and reporting activities are also undertaken.  Data Scientists specify and apply appropriate mathematical, statistical, predictive modelling or machine-learning techniques to analyse data, generate insights, create value and support decision-making. They lead the implementation of data science activities and solutions for model development processes.  Data Scientists lead analytical teams in implementation of data science activities for the end-to-end model development process. They provide advice to business on the interpretation and application of analytical results.  Data Scientists exercise a considerable degree of independence, high-level judgement and consideration of wider departmental implications. They may contribute to the development of analytics policy, standards and guidelines.  Strong leadership is critical to succeed in this role. The department expects its leaders to: • develop positive relationships across internal and external stakeholders, and collaborate with their peers• inspire and motivate teams to be innovative, creative and high performing• communicate effectively, manage change well, and be flexible and resilient when dealing with change• support a culture of openness and inquiry and safe challenge so that issues can be resolved as they arise. Key duties:  • Lead the model development process, particularly in regards to feature set selection, the training of models and the assessment of model performance • Work in close consultation with business domain experts and stakeholders to establish appropriate analytical solutions to business problems • Contribute to the development and maintenance of data science related systems • Undertake statistical, predictive modelling or machine-learning techniques to analyse data, generate insights, inform decision-making• Maintain currency of knowledge, trends and developments in the data science field • Lead and support operations including monitoring business performance, setting priorities, and managing resources and workflows Eligibility Tertiary qualifications in data science (machine learning, artificial intelligence) or a related field e.g. Science, applied mathematics, statistics, computer science, or equivalent industry experience. The successful candidates will be required to currently hold or be able to obtain and maintain a Negative Vetting Level 1 security clearance  Notes Work environment:  This position is located in Canberra, however to manage stakeholder engagement the successful candidate will be expected to undertake some travel. A merit pool may be used to fill ongoing or non-ongoing positions that may arise within the next 12 months. Non-ongoing opportunity will be offered for a specified term up to 12 months with possibility of extension. RecruitAbility applies to this vacancy. Under the RecruitAbility scheme you will be invited to participate in further assessment activity for the vacancy if you choose to apply under the scheme; declare you have a disability; and meet the minimum requirements for the job. For more information see: http://www.apsc.gov.au/priorities/disability/recruitability .  About Department of Human Services The Department of Human Services is responsible for the development of service delivery policy and provides access to social, health and other payments and services. The department delivers Centrelink, Child Support and Medicare payments and services and Australian Hearing services. To be eligible for employment with the Department of Human Services applicants must be an Australian citizen. An applicant's suitability for employment with the department will be assessed through a pre-employment screening process. This process includes a requirement for the applicant to undergo and satisfy a national police history check, referee checks and an employment history integrity check and where relevant, a Working with Children and Vulnerable People Check. A health clearance may also need to be completed. Any concerns raised in these checks will be further investigated. If you are currently, or have been, the subject of any disciplinary or Code of Conduct investigation(s) by an employer, you will be required to declare this in your application.  Applicants must be willing and eligible to undergo and maintain an Australian Government security clearance to the appropriate level, if applicable to the position.  You should be aware that Department of Human Services' employees may be required to undergo ongoing suitability assessments as part of their employment with the department. Should an applicant be found suitable for a role they will be required to provide proof of citizenship and if they have recently received a redundancy benefit, evidence that they have served their exclusion period.",,,,Standard/Business Hours,Other (Information Technology (IT)),,Australian Citizen/Permanent Resident,Full Time
587,Data Platform Solution Designer,142000.0,Paxus,Brisbane CBD QLD,Information Technology (IT),Software & System Architecture,"['AWS', 'BUSINESS INTELLIGENCE', 'MASTER DATA MANAGEMENT', 'STRUCTURED SOFTWARE', 'SYSTEMS ADMINISTRATION', 'TECHNICAL ARCHITECTURE', 'TECHNICAL LEADERSHIP', 'USE CASES']",https://www.careerone.com.au/jobview/data-platform-solution-designer/f474ec9d-7f04-4b28-9c6c-909b5f7c683e,,,,,Contract,15 Oct 2019,"Key Responsibilities  The Data Platform Solution Designer is responsible for leading, designing and documenting the solution architecture for the IM and Data Platform, including technical solution designs based on agreed business use cases and prioritised ICT capabilities to prove and showcase platform and IM capabilities. Working closely with other Architect's across the ICT Program, ITS and the IT Design Authority, the Data Platform Solution Designer is responsible for ensuring business features, functional and technical ICT capability requirements are identified, aligned and available when required to meet business priorities over for short, medium and longer terms.  Accountable for ensuring for ensuring business features, functional and technical ICT capability requirements are identified, aligned and available when required to meet business priorities over for short, medium and longer termsMeasure current state technical landscape and prepare an architectural roadmap to uplift technical architecture enablers in line with functional feature deliveryProvide technical leadership in specifying, designing and developing BI solutions (including Master Data Management solutions), including design standards, methods and tools, consistent with agreed enterprise and solution architectures.Review and analyse complex, integrated data, models and information from various business systemsDevelop BI design standards and techniques and ensure enterprise reuse, consistency and compliance across the design, development, testing and ongoing support of the IM and Data platform.BI solutions, with focus on stability, availability and performance, including data classification, security, retrieval and retention processes.Provide advice and guidance on BI security strategies to manage identified risks and ensure adoption and adherence to standards.Assesses new IM and Data platform software and tools ensuring that software is fit for purpose and aligns with agreed enterprise and solution architectures.Assist with establishing and reporting on quality standards and performance metrics for the Data and IM projectDevising and implementing continuous improvements and innovation initiatives within the team focussed on clients, quality service and innovation How you will be assessed Demonstrated experience as a Data/Platform Architect in an agile program delivery environmentPractical experience with software development and system administrationSenior level of experience in cloud technologies (e.g. Azure, AWS using both IaaS and PaaS approaches)Senior level of expertise/technical leadership and business skills in the provision of effective Enterprise Data Warehouse environments including systems and database management and support services.High-level of interpersonal, both written and oral communications skills including the ability to negotiate, consult and liaise with business, technical and supplier personnel on complex and technical IT issues and to develop and present reports, submissions and recommendations for both technical and non-technical audiencesHigh level analytical, problem solving and research skills in dealing with complex enterprise system issues, including the ability to develop and implement innovative strategies and solutions to address those issuesProven ability to effectively lead, plan, prioritise and manage multiple and competing activities to deliver I&T services to meet business expectations ""To be considered for the role click the 'apply' button or for more information about this and other opportunities please contact Claire Perrior on 07 3339 5613 and quote Reference number 200191884""",,"$119,000 - $165,000",,Standard/Business Hours,Software & System Architecture,,Australian Citizen/Permanent Resident,Full Time
588,Data Science Consultant,142500.0,Xpand Group,Melbourne CBD VIC,"Science, Technology & Environment",Mathematical & Statistical Research,"['APACHE HADOOP MAPREDUCE', 'ARTIFICIAL INTELLIGENCE', 'DATA SCIENCE', 'HBase', 'MACHINE LEARNING', 'NOSQL', 'PREDICTIVE MODELING', 'STATISTICAL ANALYSIS']",https://www.careerone.com.au/jobview/data-science-consultant/af7f5109-3098-4ffa-a5d5-ac0c3b3abe9e,"$135,000 - $150,000",,,,Permanent,15 Oct 2019,"This is an opportunity for you to form part of an awesome team that plays a crucial role in transforming the data and analytics landscape The Data Scientist will collaborate with business stakeholders on discovery activities, and deliver advanced analytic insights to improve customer experience and add shareholder value. You will work within cross functional experiment teams, conducting experiments using advanced analytics and machine learning techniques to discover actionable insights.    You will provide insights by applying rigorous data science methodologies to develop statistical and mathematical models, while also having the chance to be involved with exciting advancements in artificial intelligence and machine learning and innovation.  What you’ll be doing…  Develop, test and implement statistical and mathematical models, using a variety of rigorous techniques, across multiples business lines Support, test and develop Machine Learning & Artificial Intelligence capability across the enterprise Support the wider Data Science community, including segmentation frameworks, lifecycle event triggers, predictive models and advanced analytics Present insights and learning in a clear way to our executives Support the team to deliver their strategic agenda  What you will bring...  Post Graduate degree in Statistics, Mathematics, Computer Science or similar industry experience A background in statistical analysis and modelling techniques over large data sets, with proven capability constructing, validating, and implementing models You're comfortable developing code and performing analysis using common tools such as R / Python Ability to build appropriate models from scratch and justify the methods and science used The ability to explain simply how complex models work, and how they can be used in the real world to achieve desired business outcomes An openness to new ways of thinking and working  Required expertise in the following disciplines:  Predictive Modeling Feature Engineering Text Mining and Sentiment Analytics Machine Learning  Required technical skills:  Hadoop, MapReduce, Hive, Pig, Spark R, Python, Strong SQL skills  Desirable skills & experience:  Micro service development API development Visualisation products NoSQL technologies (incl HBase)  How to Apply:  This is a great opportunity to join an award winning company as it goes from strength to strength.If you believe this role is for you, please apply by sending your CV via the big button below or contact Geraint for a confidential discussion on (03) 8637 7370 / [email protected]",,,,Standard/Business Hours,Mathematical & Statistical Research,,Australian Citizen/Permanent Resident,Full Time
